,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2560,0W363qrIc4GwuwOqa0WAEO,Nobody Compares To You,Gryffin,3,3VEooOSpoFi7wCsgldo22o,Nobody Compares To You,2017-10-06,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.584,0.739,2,-4.72,1,0.0435,0.216,0.0,0.188,0.351,104.884,231383
4117,0WEcGzNZSNl43NbyaSbmon,Visions,So Below,40,01droebOkIprq7RktcmMjs,II,2018-03-09,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.588,0.651,5,-7.517,0,0.0249,0.00141,0.00725,0.53,0.32,90.493,235906
3372,0WEv09ugUmm35vJ8mGDepn,Hoy,Morbo,29,3TALgDWfFnlYTvqYkOwJhh,Morbo,2001-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.611,0.922,1,-7.629,0,0.0479,0.0421,0.802,0.103,0.753,138.078,248093
5162,0WQ88kAxG3KTcGJAJzCF8j,Roses,Pacific Air,25,2P4wXBq6Db5MiVgbhyxJte,Stop Talking (Spotify Exclusive),2013-01-01,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.693,0.675,2,-5.855,1,0.0281,0.00933,0.000968,0.33,0.613,110.031,237800
5314,0WQbCSbujb6bSPVENrWYrl,Stop,Justice,44,23EaoI8dXfDGfxF54sd1DP,Woman,2016-11-18,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.525,0.634,1,-5.866,1,0.037,0.075,0.000106,0.113,0.661,170.065,297316
1512,0WSO4MJCg5nCW261pGQHao,Cuando mi vida va a comenzar,Carmen López,37,4N0hKY0m2vNKEcci2nxuRT,Enredados (Rapunzel) OST,2011-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.698,0.458,4,-6.853,1,0.0295,0.183,0.0,0.0906,0.526,108.025,152333
595,0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,Kygo,64,3Nlbg1BHLXDKqQVQ9ErCmg,Born To Be Yours,2018-06-15,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,193321
165,0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,69,2FBA8NCSuQNi8jaR2Xjbal,The Fame,2008-01-01,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,237200
4662,0Wv5wuenRLI3BcwgT3HPIP,A Different Way (with Lauv),DJ Snake,9,4urwuJbStO1K5ph63U7AZv,A Different Way (with Lauv),2017-09-21,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.781,0.765,8,-4.092,1,0.0385,0.534,0.0,0.152,0.564,104.987,198286
3388,0X3AXpz0M67gO6vtmAqdqa,Do You Really Want Me Back?,Broken English,0,3upFhWfUOjbKWKQejaeC93,The Rough With The Smooth,1987,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.697,0.856,0,-6.026,1,0.0296,0.0637,0.00422,0.0945,0.808,125.111,269280
1493,0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,45,5PmLxN8ntFHNT08FBt2FHU,All the Way,2011-09-27,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.683,0.943,7,-3.408,1,0.11,0.00553,0.0,0.0752,0.776,129.015,205520
686,0XO1KK7qiUGVK8t3FZdM4w,PAY ME BACK!,ILIRA,48,0FdEEw1vJvO8hCUJUoYjRd,PAY ME BACK!,2019-07-26,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.79,0.81,9,-3.452,1,0.0612,0.0137,0.0,0.0755,0.607,120.092,188200
369,0XOFJ634crTl8z9N5Gxh2S,Different Place,STVCKS,4,007354CLF8nvIbRN7Gwns9,Different Place,2018-03-02,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.673,0.943,10,-3.604,0,0.0481,0.0448,3.83e-06,0.101,0.0358,127.999,171712
777,0XVikcHfkoBvJ5ZU8xQBWn,Come and Get Your Love - Radio Edit,Real McCoy,41,0m4EUHpp4mVnV8AWHT7T7x,Another Night,1995-03-28,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62e-05,0.345,0.763,108.828,194560
5436,0XYvHhtD8ONs8Kqzx7D1On,Touch,Great Good Fine Ok,30,6LtLFeeMJ8mKUfXXIytQ3g,Touch,2018-07-13,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.701,0.7,8,-6.634,1,0.0766,0.36,2.87e-05,0.165,0.432,99.954,218670
4190,0XbdhHYvrfmUeMd6NaCfmN,Hang Glide,Anomalie,38,5q1Z7lu9fC7uGg59klaQxS,Hang Glide,2017-12-08,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.706,0.316,6,-8.127,0,0.0602,0.497,0.617,0.189,0.459,78.965,234066
4423,0XtnjngdyPgVxb9qXBUeJh,Alive,Dabin,50,2gUJErMHt6BoUBIFdlU5rN,Wild Youth,2019-03-22,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.377,0.566,11,-6.173,1,0.044,0.134,0.0,0.135,0.222,154.875,365419
2174,0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,Robin Thicke,18,2160bNuBZNQmpeBn99Dmis,Blurred Lines,2013-01-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,263053
1406,0YEsfwQpG7ofdIiHWA0dHi,All I Ever Need,Austin Mahone,71,0dcqVluuyFBCScCqH7uAwx,The Secret,2014,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.708,0.647,11,-6.128,1,0.0298,0.117,0.0,0.111,0.654,129.95,213747
1222,0YJrARfGtHicUWxVgr4CKF,Thraa,Doje,42,3w5cCZFeZYS90jFCQupxh6,Thraa,2019-11-15,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.889,0.55,8,-8.147,0,0.104,0.319,2.77e-05,0.104,0.527,140.008,194715
1958,0YPXkQthLWrhNGoKTbwCJ8,(I Just) Died In Your Arms,Cutting Crew,68,6P6YSjfWz53suf41Bqt9BH,The Best Of Cutting Crew,1993-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627
590,0YammaEkYSeo9vQYZ1OwS6,Say My Name,David Guetta,78,5rbJtzuXtpIP0Ykk7ewIit,7,2018-09-14,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947
3705,0Yk9pUjag0vNBww57XrzST,Strangers In The Wind,Cut Copy,32,34NNRiAunm4I1jvmviZrBE,In Ghost Colours (Deluxe),2008-01-01,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.566,0.825,4,-3.947,0,0.0383,0.0488,2.9e-05,0.244,0.475,119.955,283800
1428,0YonII18xBlXaIEy2wd4mh,Stay My Baby,Miranda Cosgrove,34,0xNAZJ9t4vyY9SNWoZ3rrx,iCarly - Music From and Inspired by the Hit TV Show,2008,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,0.689,177.895,185067
3050,0YvxEWGDqNacGa2RuPqD4H,A Little Respect (Remastered 2009),Erasure,3,5prDi4TqFGYw01QkWK8sUB,The Innocents (21st Anniversary Edition),2009-10-26,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.607,0.784,0,-7.963,1,0.0258,0.0299,3.85e-06,0.288,0.622,113.804,213987
4476,0Z0iYAtKYswMYXL3kJtdO4,Chasin' Honey,Wild Party,54,1itqJ1Ss7xUhNq0XoV1Ndk,Phantom Pop,2014-10-07,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.526,0.637,7,-5.052,1,0.0656,0.02,1.25e-06,0.0978,0.765,176.1,189960
1097,0ZAhJvqW67Epg4IsLIaSTR,Zebra,Beach House,54,4sYpTER2iT2Y7Kf4VsfUne,Teen Dream,2010-01-26,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.612,0.476,8,-8.256,1,0.0275,0.861,0.00401,0.147,0.257,118.383,288720
3532,0ZHWMKoCSsrIWKOaTyDvke,A Generation of the lost,Frozen Plasma,0,5ucPrnXC2WFZIs6HVG5wxp,Artificial,2006,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.591,0.866,8,-6.011,1,0.0314,0.00751,0.27,0.104,0.56,135.001,335933
1676,0ZJuph19Yj6fruShoU5muF,"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,37,0JK09CS7SdFERmAiBNjawF,Anywhere But Here,2009-10-05,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.397,0.974,1,-3.149,1,0.325,0.000137,0.0,0.255,0.357,164.759,218133
3555,0ZKOe0o0804652Rjep8sTV,24 Stunden - Original Mix,SAM,0,0M6vcqYtPfM73TrQVzRqc8,Synthetic Adrenaline Music,2006-12-08,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.573,0.945,10,-7.551,0,0.0365,0.000934,0.375,0.287,0.274,139.991,217653
995,0ZX44GyxjAWC4dbi9MmiUS,Dancing By Yourself,Junior Sanchez,40,7BlAaka3ZPQmnfzF0GsVEE,Dancing By Yourself,2019-06-14,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.728,0.835,10,-7.174,0,0.0751,0.019,0.000696,0.0554,0.72,123.004,185041
2983,0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,73,2sPYPyDFwgi1jrRTGhoxq2,Stargazing - EP,2017-09-21,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853
3063,0ZfM5XfJTtFPhOxAERRnNY,The Look,Roxette,72,1iI5YZkqNUV7VmrEi4uOP9,Look Sharp! (2009 Version),1988-10-19,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320
2928,0Zxswuv5xzIhxDnsKJLq82,Mercy,Shawn Mendes,9,5yYFrOnqG8cEciKnsxHz2r,Illuminate (Deluxe),2017-04-20,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,208733
3448,0a4vQ58TiGl8Z77EEAvQCx,"Uncertain Smile - Original 7"" Version 1982",The The,27,5OCyAuTGiuGmrxL58zWpfa,45 RPM - The Singles Of The The,2002-05-07,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.503,0.835,11,-4.678,0,0.0407,0.282,0.408,0.125,0.707,143.333,295760
5424,0aCI9tg8Pb9l1uoOPk9R8n,Love Like Mine,Miami Horror,0,5H9UfVuy7iHkl4fLd7wihA,All Possible Futures,2015-04-07,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.663,0.938,7,-2.175,1,0.0539,0.0604,0.000144,0.0442,0.793,117.985,250653
3945,0aHOXu219Z4MqEKwiKsddl,Show Me Love,Robin Schulz,60,5XyJzEROSmup2TcWmVjTIt,Sugar,2015-09-25,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.53,0.65,11,-6.251,0,0.03,0.0461,0.0,0.0974,0.316,123.972,255960
1234,0aHWQ6E8E4YejHS1P3D8t6,Rich Boy,Josh Stanley,34,5VQAlDiUjRN3zfmuxnUELW,Rich Boy,2019-07-26,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.836,0.47,9,-11.828,0,0.211,0.527,0.000131,0.0963,0.317,110.014,170400
5253,0aKoR2iMGuqAUBBCdRwII8,Prettiest Virgin (Radio Edit),Agar Agar,57,6RNqFLUTgCop3Uksyb30RO,Prettiest Virgin,2016-04-22,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.946,0.493,8,-9.654,1,0.0509,0.162,0.297,0.0875,0.592,120.012,270000
484,0aLG42zaidNkblhiQgJknP,WANT,TAEMIN,63,7E01VOJ7gyYPz9HXUVeQeq,WANT - The 2nd Mini Album,2019-02-11,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.64,0.757,7,-5.532,1,0.0689,0.0261,0.0,0.127,0.413,104.943,208968
1766,0aOluBqXYd0rFSCsgDyAWX,Take Me to Church,Hozier,24,04E0aLUdCHnhnnYrDDvcHq,Hozier,2014-10-07,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693
4017,0aY9d4Kgyv6mzWTW5gNzSO,Too Late,NIMMO,17,3JQFFjlpizappD4BplZSzp,Too Late,2018-03-08,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.713,0.771,8,-8.415,0,0.167,0.187,3.08e-05,0.0876,0.447,120.044,324569
4312,0aYRMIcuIeBFZEUg6pTsMF,bedroom window,c7oud,30,6ZUO1XoqJlh6P5wPXjU78N,bedroom window,2019-12-21,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.604,0.482,7,-11.862,1,0.0247,0.782,0.883,0.121,0.217,81.968,179250
3467,0aZPhHp1DVNVS5HAWzpUsM,Everybody Wants To Rule The World - Extended Version,Tears For Fears,2,4VrPUFRGte445pKszlac10,Songs From The Big Chair (Super Deluxe Edition),1985-02-25,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.717,0.679,2,-11.766,1,0.0528,0.169,0.038,0.109,0.528,111.975,340582
4062,0aersVHlGGXcHeRvHtuaSt,Dancing On Glass,St. Lucia,58,4qH5TQZxM5v7tKT0E09WAK,Matter,2016-01-29,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.564,0.945,1,-4.705,1,0.0493,0.0189,0.0,0.359,0.399,101.003,246333
1189,0afEXSeJYJJEhPSQonZtIe,Like It or Not,Ksenia,39,6Gnj93HiNe3JbUByKNtp6i,Like It or Not,2019-12-12,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.762,0.525,11,-7.066,1,0.13,0.0374,0.000168,0.0944,0.632,166.021,179277
4262,0afR4ctrn6l22hzCFh8RYY,All Over Me,Cards,43,0YgqEIwHyAS6IBqjmVOaC3,All Over Me,2020-01-10,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.71,0.596,1,-7.454,0,0.0328,0.126,0.126,0.138,0.593,145.91,200331
2842,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,80,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827
1040,0ahbzg4GCq3wJzUM3cjS3N,Violeta,IZ*ONE,67,2UBE2MgNdsGa9OCSbvwdEQ,HEART*IZ,2019-04-01,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.715,0.88,7,-2.94,1,0.0685,0.00373,0.0,0.104,0.669,115.012,200913
3370,0ajxZXbCw3XJRlSVH25wVM,Juegos de Amor,Mœnia,49,6y3FTrfW6zFquk2V1qU2as,Stereo Hits,2005,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.678,0.82,1,-6.437,0,0.0382,0.0263,0.119,0.0945,0.783,105.013,223933
3250,0ak9xScGzG7JaA1BUlLb7S,Severed,The Decemberists,33,5vCBSz5oH1U7FwlGfqKajV,Severed,2018-01-17,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.605,0.789,4,-7.035,0,0.0338,0.00219,0.0178,0.127,0.434,136.041,243800
4550,0akznwBCaPCVAtiGblDtHt,Cold Ain't For Me,Oceans,50,2X7vgxH5mvgAjK98sKeg2R,Cold Ain't For Me,2016-08-26,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.643,0.84,7,-3.423,1,0.031,0.00212,0.0,0.391,0.356,105.027,205812
2536,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,79,3pEgGUv379EDinvg1TN7Kt,This Is What You Came For,2016-04-29,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
421,0azhsizFhBepOGgcQ3EKaL,SUN DAY - Shinichi Osawa Remix,HIRAIDAI,41,7FE6Mj1GPYoEa6NgIBzlqk,SUN DAY (Shinichi Osawa Remix),2019-11-17,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.74,0.56,4,-5.566,0,0.0387,0.172,0.0,0.0717,0.207,111.083,264935
5280,0b49amLX2WGFwGNmq6xE82,Love Is a Bitch,Two Feet,5,7dq7DlFj8EWGmTySwhNRGc,Love Is a Bitch,2017-05-19,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,181467
786,0b8PKDeFc2T5u9cRbLLv2r,We’re Going to Ibiza!,Vengaboys,60,5t02mTYT9ks9sOC1ihea4a,Greatest Hits!,2000,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.802,0.671,1,-9.969,1,0.0424,0.0233,0.0108,0.0943,0.912,103.993,216360
4992,0bTgregq5i4cNxbmQMOUm4,Cool Blue,The Japanese House,0,2mzeA3DrPpqZ4Z2fB1Lo5L,Cool Blue,2015-09-15,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.383,0.569,0,-10.407,1,0.055,0.883,0.106,0.124,0.524,180.036,231364
3091,0bXAswe1VUws7gog2mKF8c,In Your Head,Mike Vallas,39,4p7Lkgm2jCCtxMBFbUFIJi,In Your Head,2019-09-13,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.477,0.379,9,-6.735,1,0.205,0.197,0.0,0.235,0.596,100.847,171735
4147,0bXpmJyHHYPk6QBFj25bYF,Intro,The xx,72,2nXJkqkS1tIKIyhBcFMmwz,xx,2009-08-16,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,127920
3312,0badUCyexkIKRDWbBV9pgc,A Donde,Sentidos Opuestos,30,61QXrezlQ97RAus6JvzCSk,Viviendo Del Futuro,1997-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.771,0.949,10,-10.991,0,0.0381,0.199,0.00614,0.0543,0.791,132.993,249827
4806,0bbw6Es6hgs9ybUisecefK,We Sink,Of Monsters and Men,4,1XoZXbaY5k41bIxBekZG5b,Beneath The Skin (Deluxe),2015-06-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.46,0.774,11,-5.996,0,0.0281,0.00311,0.00241,0.13,0.359,111.042,261880
5228,0bleWpLne79d7vpP1cUC4p,Afternoon,TENDER,43,59rAa0Lo3UbJtFrO3WApbd,Afternoon,2016-01-04,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.64,0.498,3,-8.678,0,0.0322,0.0502,0.105,0.227,0.27,128.068,188073
3346,0bqfNDZvqXB10fUKSfj6mY,Tu Luz,Azul Violeta,50,3ZmohMIf51g01KO57xm6Zc,Globoscopio,1996-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.532,0.599,7,-8.023,1,0.034,0.0444,0.000112,0.0734,0.341,174.165,273267
919,0bs6tC9MHag57CQU3A0Im1,The Reason (Sean Cook Remix),Urban Rescue,38,1mSYwpWEPVGq0apNJlpeb3,The Reason (Sean Cook Remix),2017-10-13,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.645,0.578,8,-6.818,0,0.039,0.0171,0.0,0.0815,0.536,97.95,181905
4060,0c37uJwj7mpovCAuFY5ofQ,Do Right,Glades,44,2jo2Qi8zG7pT7sjgq9jf3k,To Love You,2018-11-02,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.749,0.688,3,-6.446,1,0.0289,0.0504,0.0,0.0902,0.668,106.991,197240
5150,0c8X4ApJu6CNEXoIb5VKMo,Frontlines,Zeds Dead,58,2LZwWAjsqA2xIldp2c6kRX,Northern Lights,2016-10-14,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.407,0.925,11,-4.155,0,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733
1996,0cVaY6PNGxCPi1gOIapr26,Playground,More Giraffes,46,0uVhMIPB5oi4TB6oFvaNPQ,Playground,2019-06-12,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.721,0.551,1,-5.873,1,0.216,0.131,0.00662,0.342,0.798,80.004,185016
5355,0cgRDeRDPNrfRifO8WHit8,drugs,EDEN,1,69UxOX12PC4ukcyTigpNhD,i think you think too much of me,2016-08-19,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.461,0.448,4,-6.955,0,0.0562,0.607,0.0,0.288,0.222,144.212,338333
2636,0cge96qsW6ifXppeiiRIGd,How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,61,3kNqyGs0ClVvkU9RECw5xb,How You Love Me (feat. Conor Maynard & Snoop Dogg),2018-12-07,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.775,0.723,0,-4.095,1,0.0468,0.282,0.000371,0.126,0.756,104.991,194286
3324,0cjE7wclBOfoqID5ja0yHy,Tania,Fase,27,4WHJREBeVS6MBRXmOz0s0P,Ciudad Lluvia,2002-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.437,0.55,9,-8.448,0,0.0671,0.261,0.000569,0.113,0.379,169.944,247507
1535,0cppqb4vQycORHNMxr8DGd,Favorite Part Of Me,Astrid S,70,585s4f9yrPNsp0G7AkTFDF,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.598,0.502,1,-6.273,1,0.0447,0.862,0.0,0.096,0.403,121.621,198391
325,0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,80,0h2knr6qpiAq0tV5ri5JMF,The Days / Nights,2014-01-01,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658
2590,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),benny blanco,84,7pkLXlFdpQDfmHujT2AbBK,Eastside (with Halsey & Khalid),2018-07-12,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800
4436,0d2wtrYzOygH6pd8Q9VcYO,My Feelings,DiRTY RADiO,34,1Q6cnETL2aNK9CfFDFqruK,Pleasures,2019-04-12,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.72,0.802,4,-5.799,0,0.0672,0.0319,0.0,0.0625,0.661,119.884,180262
2118,0dCr3qIupWh36ilLjRHi4P,Virtual Insanity - Remastered,Jamiroquai,13,20m3xZ4Ro4oE4CpZo8G12m,High Times - The Singles 1992 - 2006,2006-11-06,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.651,0.946,6,-4.717,1,0.101,0.13,0.0,0.148,0.508,91.911,228333
491,0dHWWPN5XGWotUnM57QQZK,Not That Type,gugudan,54,1eztr3rLc24EvhtvIdRjkl,Act.5 New Action,2018-11-06,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.729,0.926,7,-2.129,1,0.108,0.0796,9.14e-06,0.152,0.743,110.05,191994
481,0dSE54vYYvRNWzVTxE2xTL,Me & You,EXID,61,6Epnn9sgvvUrHdEf7JKjQb,WE,2019-05-15,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.709,0.911,7,-2.611,1,0.0593,0.0572,4.73e-06,0.0732,0.779,106.972,203507
2792,0dtSNgQP0hY5Ar5XvJ6WMv,Amiga,Pol Del Sur,23,6cqp8AL5J1zyYAEgSTurYe,Efectos Espaciales,2008-05-10,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.779,0.571,7,-6.847,1,0.0286,0.182,0.00345,0.0978,0.463,120.003,274200
2467,0e6hcK4XocCDoOg32qoSif,The Highway,The Restless Age,18,4pkmQ69jPsYA9ViNmlLNYh,The Highway,2019-12-13,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.487,0.431,3,-10.419,1,0.0245,0.0799,0.0062,0.198,0.222,88.874,210571
1005,0ePV5nJT0v9wFHjKvt9fNV,Know Love - OTR Remix,RKCB,48,5oEZEGRumPb0Px3xAP5RX1,Know Love (OTR Remix),2019-04-18,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.687,0.711,5,-7.089,1,0.0524,0.258,0.00673,0.115,0.0705,120.018,192500
1607,0eQJy4VAW7AkhKIHzXx3jG,The First One,Astrid S,67,6BxGxt7LU2viJ6U2eba5Ix,The First One,2019-05-24,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.538,0.541,7,-8.304,1,0.16,0.39,0.0,0.103,0.183,159.419,188650
